_unit_id,sidewalk_ok,sidewalk_ok_confidence,address,lat,long,sidewalk_ok_gold,sidewalk_ok_gold_reason,street,city,state_zip,country,state,zip
752056081,yes,1,"2124 Avenue B, Metairie, LA 70001, USA",29.9900161,-90.1724996,"","",2124 Avenue B,Metairie,LA 70001,USA,LA,70001
752056082,no,1,"11590 Barrington Boulevard, Parma Heights, OH 44130, USA",41.3785439,-81.76869238,"","",11590 Barrington Boulevard,Parma Heights,OH 44130,USA,OH,44130
752056083,yes,1,"Homewood Avenue, Parma Heights, OH 44130, USA",41.37967962,-81.77052837,"","",Homewood Avenue,Parma Heights,OH 44130,USA,OH,44130
752056084,yes,1,"19000-19098 Constance Street, Detroit, MI 48228, USA",42.35409857,-83.22662413,"","",19000-19098 Constance Street,Detroit,MI 48228,USA,MI,48228
752056085,yes,1,"8091 Penrod Street, Detroit, MI 48228, USA",42.35190081,-83.22010529,"","",8091 Penrod Street,Detroit,MI 48228,USA,MI,48228
752056086,yes,1,"8836 Yates Street, Detroit, MI 48214, USA",42.37636637,-83.00189871,"","",8836 Yates Street,Detroit,MI 48214,USA,MI,48214
752056087,yes,1,"4739 Belvidere Street, Detroit, MI 48214, USA",42.37874484,-83.00047377,"","",4739 Belvidere Street,Detroit,MI 48214,USA,MI,48214
752056088,"","","5526 Shasta Lane, La Mesa, CA 91942, USA",32.77765797,-117.0353085,"","",5526 Shasta Lane,La Mesa,CA 91942,USA,CA,91942
752056089,yes,1,"5978 Lake Murray Boulevard, La Mesa, CA 91942, USA",32.78831319,-117.0232716,"","",5978 Lake Murray Boulevard,La Mesa,CA 91942,USA,CA,91942
752056090,"","","585 Health Center Circle, La Mesa, CA 91942, USA",32.77986922,-117.0060301,"","",585 Health Center Circle,La Mesa,CA 91942,USA,CA,91942
752056091,no,1,"9175 Campina Drive, La Mesa, CA 91942, USA",32.78449435,-116.999136,"","",9175 Campina Drive,La Mesa,CA 91942,USA,CA,91942
752056092,no,1,"4750 70th Street, La Mesa, CA 91942, USA",32.76518993,-117.0476749,"","",4750 70th Street,La Mesa,CA 91942,USA,CA,91942
752056093,yes,1,"5440 Baltimore Drive, La Mesa, CA 91942, USA",32.77775914,-117.030868,"","",5440 Baltimore Drive,La Mesa,CA 91942,USA,CA,91942
752056094,"","","8166 Parkway Drive, La Mesa, CA 91942, USA",32.77616314,-117.0216504,"","",8166 Parkway Drive,La Mesa,CA 91942,USA,CA,91942
752056095,yes,1,"414 Monticello Boulevard, Lexington, KY 40503, USA",37.98856518,-84.53789438,"","",414 Monticello Boulevard,Lexington,KY 40503,USA,KY,40503
752056096,yes,1,"2298 Harrods Pointe Trce, Lexington, KY 40514, USA",37.98205241,-84.58124593,"","",2298 Harrods Pointe Trce,Lexington,KY 40514,USA,KY,40514
752056097,yes,1,"4533 Clubhouse Drive, Lexington, KY 40514, USA",37.98085489,-84.57108394,"","",4533 Clubhouse Drive,Lexington,KY 40514,USA,KY,40514
752056098,"","","1045 Higbee Mill Road, Lexington, KY 40503, USA",37.9853316,-84.55554421,"","",1045 Higbee Mill Road,Lexington,KY 40503,USA,KY,40503
752056099,yes,1,"3337-3341 Tisdale Drive, Lexington, KY 40503, USA",37.99065117,-84.54850779,"","",3337-3341 Tisdale Drive,Lexington,KY 40503,USA,KY,40503
752056100,"","","450 West Reynolds Road, Lexington, KY 40503, USA",37.99451475,-84.53690344,"","",450 West Reynolds Road,Lexington,KY 40503,USA,KY,40503
752056101,"","","2954 Montavesta Road, Lexington, KY 40502, USA",38.00227368,-84.48633821,"","",2954 Montavesta Road,Lexington,KY 40502,USA,KY,40502
752056102,"","","Thompson Creek Road, Claremont, CA 91711, USA",34.12792653,-117.7267573,"","",Thompson Creek Road,Claremont,CA 91711,USA,CA,91711
752056103,yes,1,"551 Martin Way, Claremont, CA 91711, USA",34.12504888,-117.7058144,"","",551 Martin Way,Claremont,CA 91711,USA,CA,91711
752056104,yes,1,"1334 Mallorca Street, Upland, CA 91784, USA",34.14697532,-117.6740794,"","",1334 Mallorca Street,Upland,CA 91784,USA,CA,91784
752056105,yes,1,"2084 North 1st Avenue, Upland, CA 91784, USA",34.13902887,-117.6489657,"","",2084 North 1st Avenue,Upland,CA 91784,USA,CA,91784
752056106,"","","181-267 Waterbury Court, Westland, MI 48186, USA",42.30951196,-83.35812394,"","",181-267 Waterbury Court,Westland,MI 48186,USA,MI,48186
752056107,yes,1,"1700-2038 Brandt Street, Garden City, MI 48135, USA",42.32203528,-83.33568799,"","",1700-2038 Brandt Street,Garden City,MI 48135,USA,MI,48135
752056108,yes,1,"1200-1298 South Sutton Drive, Westland, MI 48186, USA",42.30010032,-83.41370427,"","",1200-1298 South Sutton Drive,Westland,MI 48186,USA,MI,48186
752056109,"","","28520 Marquette Street, Garden City, MI 48135, USA",42.3191564,-83.32281372,"","",28520 Marquette Street,Garden City,MI 48135,USA,MI,48135
752056110,yes,1,"27238 Lawrence Drive, Dearborn Heights, MI 48127, USA",42.3220122,-83.30886524,"","",27238 Lawrence Drive,Dearborn Heights,MI 48127,USA,MI,48127
752056111,yes,1,"502 Van Lawn Street, Westland, MI 48186, USA",42.30743317,-83.37696825,"","",502 Van Lawn Street,Westland,MI 48186,USA,MI,48186
752056112,yes,1,"4158 Bexley Boulevard, South Euclid, OH 44121, USA",41.51366194,-81.53031986,"","",4158 Bexley Boulevard,South Euclid,OH 44121,USA,OH,44121
752056113,"","","2966 Noble Road, Cleveland Heights, OH 44121, USA",41.52117766,-81.53908951,"","",2966 Noble Road,Cleveland Heights,OH 44121,USA,OH,44121
752056114,yes,1,"201-205 West Fairview Boulevard, Inglewood, CA 90302, USA",33.97934161,-118.3602934,"","",201-205 West Fairview Boulevard,Inglewood,CA 90302,USA,CA,90302
752056115,yes,1,"418 West Hillsdale Street, Inglewood, CA 90302, USA",33.97754589,-118.3649077,"","",418 West Hillsdale Street,Inglewood,CA 90302,USA,CA,90302
752056116,yes,1,"212-19 104th Road, Jamaica, NY 11429, USA",40.71132151,-73.74527362,"","",212-19 104th Road,Jamaica,NY 11429,USA,NY,11429
752056117,yes,1,"209-17 110th Avenue, Jamaica, NY 11429, USA",40.70752842,-73.74686139,"","",209-17 110th Avenue,Jamaica,NY 11429,USA,NY,11429
752056118,"","","1706 Sunrise Highway, Merrick, NY 11566, USA",40.6601667,-73.56311395,"","",1706 Sunrise Highway,Merrick,NY 11566,USA,NY,11566
752056119,yes,1,"1-2023 Pearsall Place, Merrick, NY 11566, USA",40.66637724,-73.56257024,"","",1-2023 Pearsall Place,Merrick,NY 11566,USA,NY,11566
752056120,"","","30900 Palmer Road, Westland, MI 48186, USA",42.29699317,-83.34597973,"","",30900 Palmer Road,Westland,MI 48186,USA,MI,48186
752056121,yes,1,"30163 Arbor Court, Inkster, MI 48141, USA",42.29547198,-83.33724596,"","",30163 Arbor Court,Inkster,MI 48141,USA,MI,48141
752056122,yes,1,"141-0-141-98 107th Road, Jamaica, NY 11435, USA",40.68834062,-73.80651795,"","",141-0-141-98 107th Road,Jamaica,NY 11435,USA,NY,11435
752056123,yes,1,"111-16 144th Street, Jamaica, NY 11435, USA",40.68590628,-73.80079884,"","",111-16 144th Street,Jamaica,NY 11435,USA,NY,11435
752056124,yes,1,"591 Chalmers Avenue, Detroit, MI 48215, USA",42.36814821,-82.94178417,"","",591 Chalmers Avenue,Detroit,MI 48215,USA,MI,48215
752056125,"","","485 Lillibridge Street, Detroit, MI 48214, USA",42.36088969,-82.96974652,"","",485 Lillibridge Street,Detroit,MI 48214,USA,MI,48214
752056126,no,1,"802 Ellair Place, Grosse Pointe Park, MI 48230, USA",42.37820557,-82.91625047,"","",802 Ellair Place,Grosse Pointe Park,MI 48230,USA,MI,48230
752056127,yes,1,"2465 Stokes Street, San Jose, CA 95128, USA",37.30158434,-121.9372018,"","",2465 Stokes Street,San Jose,CA 95128,USA,CA,95128
752056128,yes,1,"1710 Cheney Drive, San Jose, CA 95128, USA",37.30682513,-121.9223979,"","",1710 Cheney Drive,San Jose,CA 95128,USA,CA,95128
752056129,yes,1,"716 Trinity Glen Court, San Jose, CA 95125, USA",37.31010496,-121.8925408,"","",716 Trinity Glen Court,San Jose,CA 95125,USA,CA,95125
752056130,yes,1,"260 North San Tomas Aquino Road, Campbell, CA 95008, USA",37.28993958,-121.9763697,"","",260 North San Tomas Aquino Road,Campbell,CA 95008,USA,CA,95008
752056131,"","","21 Maravilla Court, Campbell, CA 95008, USA",37.28751339,-121.9599874,"","",21 Maravilla Court,Campbell,CA 95008,USA,CA,95008
752056132,yes,1,"West Park Plaza, 1333 South Winchester Boulevard, San Jose, CA 95128, USA",37.30015824,-121.9508508,"","",West Park Plaza,1333 South Winchester Boulevard,San Jose,CA 95128,San,Jose
752056133,yes,1,"1323 Greenwich Court, San Jose, CA 95125, USA",37.29843804,-121.9230368,"","",1323 Greenwich Court,San Jose,CA 95125,USA,CA,95125
752056134,yes,1,"3018-3020 North 2nd Street, Milwaukee, WI 53212, USA",43.07349194,-87.91206166,"","",3018-3020 North 2nd Street,Milwaukee,WI 53212,USA,WI,53212
752056135,yes,1,"2430 North Sherman Boulevard, Milwaukee, WI 53210, USA",43.06315765,-87.96700552,"","",2430 North Sherman Boulevard,Milwaukee,WI 53210,USA,WI,53210
752056136,"","","2230-2298 North 24th Street, Milwaukee, WI 53205, USA",43.06003993,-87.94261295,"","",2230-2298 North 24th Street,Milwaukee,WI 53205,USA,WI,53205
752056137,"","","1442-1456 West Locust Street, Milwaukee, WI 53206, USA",43.07135922,-87.93083039,"","",1442-1456 West Locust Street,Milwaukee,WI 53206,USA,WI,53206
752056138,yes,1,"2809-2813 North Richards Street, Milwaukee, WI 53212, USA",43.0696545,-87.90777736,"","",2809-2813 North Richards Street,Milwaukee,WI 53212,USA,WI,53212
752056139,yes,1,"6153 South Artesian Avenue, Chicago, IL 60629, USA",41.78138152,-87.68457734,"","",6153 South Artesian Avenue,Chicago,IL 60629,USA,IL,60629
752056140,yes,1,"5843 South Peoria Street, Chicago, IL 60621, USA",41.78752887,-87.64706384,"","",5843 South Peoria Street,Chicago,IL 60621,USA,IL,60621
752056141,yes,1,"5627 South Marshfield Avenue, Chicago, IL 60636, USA",41.79138667,-87.66538417,"","",5627 South Marshfield Avenue,Chicago,IL 60636,USA,IL,60636
752056142,yes,1,"6412 South Maplewood Avenue, Chicago, IL 60629, USA",41.7769175,-87.68759144,"","",6412 South Maplewood Avenue,Chicago,IL 60629,USA,IL,60629
752056143,yes,1,"3249 West 63rd Place, Chicago, IL 60629, USA",41.77775596,-87.70494899,"","",3249 West 63rd Place,Chicago,IL 60629,USA,IL,60629
752056144,yes,1,"1721 Alexander Circle, Pueblo, CO 81001, USA",38.29358439,-104.5876118,"","",1721 Alexander Circle,Pueblo,CO 81001,USA,CO,81001
752056145,yes,1,"20 Borman Court, Pueblo, CO 81001, USA",38.2967494,-104.5765725,"","",20 Borman Court,Pueblo,CO 81001,USA,CO,81001
752056146,"","","Baculite Mesa Road, Pueblo, CO 81001, USA",38.31096063,-104.5522517,"","",Baculite Mesa Road,Pueblo,CO 81001,USA,CO,81001
752056147,"","","6741 West McDowell Road, Phoenix, AZ 85035, USA",33.464347,-112.2055528,"","",6741 West McDowell Road,Phoenix,AZ 85035,USA,AZ,85035
752056148,"","","6730 West McDowell Road, Phoenix, AZ 85035, USA",33.46624174,-112.2047771,"","",6730 West McDowell Road,Phoenix,AZ 85035,USA,AZ,85035
752056149,yes,1,"1469-1573 North 63rd Avenue, Phoenix, AZ 85035, USA",33.46518382,-112.1950943,"","",1469-1573 North 63rd Avenue,Phoenix,AZ 85035,USA,AZ,85035
752056150,"","","595-863 North 83rd Avenue, Tolleson, AZ 85353, USA",33.4559013,-112.2382076,"","",595-863 North 83rd Avenue,Tolleson,AZ 85353,USA,AZ,85353
752056151,"","","6450-6498 West Encanto Boulevard, Phoenix, AZ 85035, USA",33.47314823,-112.1993724,"","",6450-6498 West Encanto Boulevard,Phoenix,AZ 85035,USA,AZ,85035
752056152,yes,1,"6448 Orleans Avenue, New Orleans, LA 70124, USA",30.00731563,-90.10010536,"","",6448 Orleans Avenue,New Orleans,LA 70124,USA,LA,70124
752056153,yes,1,"851 French Street, New Orleans, LA 70124, USA",30.00277738,-90.10480264,"","",851 French Street,New Orleans,LA 70124,USA,LA,70124
752056154,no,1,"1144 Robert E Lee Boulevard, New Orleans, LA 70124, USA",30.01926258,-90.08837617,"","",1144 Robert E Lee Boulevard,New Orleans,LA 70124,USA,LA,70124
752056155,yes,1,"555 Lake Avenue, Metairie, LA 70005, USA",29.99372924,-90.12504761,"","",555 Lake Avenue,Metairie,LA 70005,USA,LA,70005
752056156,yes,1,"6001 Pratt Drive, New Orleans, LA 70122, USA",30.01885868,-90.07102926,"","",6001 Pratt Drive,New Orleans,LA 70122,USA,LA,70122
752056157,yes,1,"1477 South Johnson Court, Lakewood, CO 80232, USA",39.68995527,-105.1095519,"","",1477 South Johnson Court,Lakewood,CO 80232,USA,CO,80232
752056158,yes,1,"10130-10198 West Florida Avenue, Lakewood, CO 80232, USA",39.68891342,-105.1125821,"","",10130-10198 West Florida Avenue,Lakewood,CO 80232,USA,CO,80232
752056159,yes,1,"327-359 South Cedarcrest Drive, Schaumburg, IL 60193, USA",42.02042991,-88.09134353,"","",327-359 South Cedarcrest Drive,Schaumburg,IL 60193,USA,IL,60193
752056160,yes,1,"217 Beverley Court, Schaumburg, IL 60193, USA",42.01669572,-88.08596824,"","",217 Beverley Court,Schaumburg,IL 60193,USA,IL,60193
752056161,yes,1,"Banyan Street, Rancho Cucamonga, CA 91739, USA",34.14316348,-117.5336747,"","",Banyan Street,Rancho Cucamonga,CA 91739,USA,CA,91739
752056162,yes,1,"12467 Green Tree Drive, Etiwanda, CA 91739, USA",34.14679799,-117.5327724,"","",12467 Green Tree Drive,Etiwanda,CA 91739,USA,CA,91739
752056163,yes,1,"6534 Orion Court, Arvada, CO 80007, USA",39.81526932,-105.1808565,"","",6534 Orion Court,Arvada,CO 80007,USA,CO,80007
752056164,yes,1,"15966 West 65th Place, Arvada, CO 80007, USA",39.81523285,-105.1788673,"","",15966 West 65th Place,Arvada,CO 80007,USA,CO,80007
752056165,yes,1,"2322 North 65th Street, Wauwatosa, WI 53213, USA",43.06123117,-87.99317391,"","",2322 North 65th Street,Wauwatosa,WI 53213,USA,WI,53213
752056166,yes,1,"2554 North 64th Street, Wauwatosa, WI 53213, USA",43.06554799,-87.9917437,"","",2554 North 64th Street,Wauwatosa,WI 53213,USA,WI,53213
752056167,yes,1,"710 West Parker Street, Madison Heights, MI 48071, USA",42.50082296,-83.11302396,"","",710 West Parker Street,Madison Heights,MI 48071,USA,MI,48071
752056168,yes,1,"28349 Hampden Street, Madison Heights, MI 48071, USA",42.5012619,-83.11446564,"","",28349 Hampden Street,Madison Heights,MI 48071,USA,MI,48071
752056169,yes,1,"6702 Rubens Court, Orlando, FL 32818, USA",28.60717656,-81.47228193,"","",6702 Rubens Court,Orlando,FL 32818,USA,FL,32818
752056170,yes,1,"5113 Scarsdale Manor Lane, Orlando, FL 32818, USA",28.60538443,-81.4723974,"","",5113 Scarsdale Manor Lane,Orlando,FL 32818,USA,FL,32818
752056171,yes,1,"10548 Murphy Street, El Paso, TX 79924, USA",31.91969533,-106.4115873,"","",10548 Murphy Street,El Paso,TX 79924,USA,TX,79924
752056172,yes,1,"5504 Sarah Anne Avenue, El Paso, TX 79924, USA",31.92115776,-106.4144975,"","",5504 Sarah Anne Avenue,El Paso,TX 79924,USA,TX,79924
752056173,yes,1,"6573 Brookview Circle, West Valley City, UT 84128, USA",40.67865333,-112.0482526,"","",6573 Brookview Circle,West Valley City,UT 84128,USA,UT,84128
752056174,yes,1,"4180 South 6740 West, West Valley City, UT 84128, USA",40.68006244,-112.0524287,"","",4180 South 6740 West,West Valley City,UT 84128,USA,UT,84128
752056175,yes,1,"1274 Theodore Street, Memphis, TN 38122, USA",35.16609863,-89.90739757,"","",1274 Theodore Street,Memphis,TN 38122,USA,TN,38122
752056176,yes,1,"1233 Weiner Cove, Memphis, TN 38122, USA",35.16533919,-89.91594126,"","",1233 Weiner Cove,Memphis,TN 38122,USA,TN,38122
752056177,yes,1,"3360 Morrissey Avenue, Warren, MI 48091, USA",42.46762951,-83.07112822,"","",3360 Morrissey Avenue,Warren,MI 48091,USA,MI,48091
752056178,"","","24401-24499 Woodbridge Road, Warren, MI 48091, USA",42.47110115,-83.07727639,"","",24401-24499 Woodbridge Road,Warren,MI 48091,USA,MI,48091
752056179,yes,1,"352-374 Olmsted Road, Riverside, IL 60546, USA",41.82637818,-87.80476692,"","",352-374 Olmsted Road,Riverside,IL 60546,USA,IL,60546
752056180,yes,1,"4020 Grove Avenue, Stickney, IL 60402, USA",41.81867167,-87.79455665,"","",4020 Grove Avenue,Stickney,IL 60402,USA,IL,60402
752056181,yes,1,"330 Unqua Road, Massapequa, NY 11758, USA",40.6745467,-73.43926263,"","",330 Unqua Road,Massapequa,NY 11758,USA,NY,11758
752056182,"","","5497-5511 Merrick Road, Massapequa Park, NY 11762, USA",40.66910548,-73.43369366,"","",5497-5511 Merrick Road,Massapequa Park,NY 11762,USA,NY,11762
752056183,"","","1000-1110 ; 1101-1025 Lexington Green Drive, Missouri City, TX 77459, USA",29.60380451,-95.57426344,"","",1000-1110 ; 1101-1025 Lexington Green Drive,Missouri City,TX 77459,USA,TX,77459
752056184,yes,1,"1003 Laurel Green Road, Missouri City, TX 77459, USA",29.60419983,-95.57573148,"","",1003 Laurel Green Road,Missouri City,TX 77459,USA,TX,77459
752056185,yes,1,"5447 Yarwell Drive, Houston, TX 77096, USA",29.67014218,-95.47961247,"","",5447 Yarwell Drive,Houston,TX 77096,USA,TX,77096
752056186,yes,1,"5447 Wigton Drive, Houston, TX 77096, USA",29.66931523,-95.47961371,"","",5447 Wigton Drive,Houston,TX 77096,USA,TX,77096
752056187,yes,1,"262 Winchester Street, Rochester, NY 14615, USA",43.20599141,-77.63643632,"","",262 Winchester Street,Rochester,NY 14615,USA,NY,14615
752056188,no,1,"80 Mc Call Road, Rochester, NY 14615, USA",43.21112532,-77.64087636,"","",80 Mc Call Road,Rochester,NY 14615,USA,NY,14615
752056189,yes,1,"5908 Mahogany Place Northeast, Albuquerque, NM 87111, USA",35.14846942,-106.5041578,"","",5908 Mahogany Place Northeast,Albuquerque,NM 87111,USA,NM,87111
752056190,yes,1,"5908 Royal Oak Street Northeast, Albuquerque, NM 87111, USA",35.14822356,-106.4990212,"","",5908 Royal Oak Street Northeast,Albuquerque,NM 87111,USA,NM,87111
752056191,yes,1,"16323 Laurelfield Drive, Houston, TX 77059, USA",29.58791515,-95.10898892,"","",16323 Laurelfield Drive,Houston,TX 77059,USA,TX,77059
752056192,yes,1,"16466-16598 Heatherdale Drive, Houston, TX 77059, USA",29.594883,-95.10668188,"","",16466-16598 Heatherdale Drive,Houston,TX 77059,USA,TX,77059
752056193,yes,1,"14242 Heather Falls Way, Houston, TX 77062, USA",29.58717273,-95.14176364,"","",14242 Heather Falls Way,Houston,TX 77062,USA,TX,77062
752056194,yes,1,"1518 Pear Brook Trail, Houston, TX 77062, USA",29.58206177,-95.13333782,"","",1518 Pear Brook Trail,Houston,TX 77062,USA,TX,77062
752056195,yes,1,"12041 Bambi Place, Granada Hills, CA 91344, USA",34.28997766,-118.5075716,"","",12041 Bambi Place,Granada Hills,CA 91344,USA,CA,91344
752056196,"","","11703 Babbitt Avenue, Granada Hills, CA 91344, USA",34.28383621,-118.5084832,"","",11703 Babbitt Avenue,Granada Hills,CA 91344,USA,CA,91344
752056197,yes,1,"4822 Keane Drive, Carmichael, CA 95608, USA",38.58575167,-121.3476354,"","",4822 Keane Drive,Carmichael,CA 95608,USA,CA,95608
752056198,yes,1,"4757 Marlborough Way, Carmichael, CA 95608, USA",38.58280711,-121.3510234,"","",4757 Marlborough Way,Carmichael,CA 95608,USA,CA,95608
752056199,yes,1,"2002 North 71st Street, Wauwatosa, WI 53213, USA",43.05619784,-88.0005213,"","",2002 North 71st Street,Wauwatosa,WI 53213,USA,WI,53213
752056200,"","","10220-10260 West Innovation Drive, Wauwatosa, WI 53226, USA",43.04253669,-88.04292346,"","",10220-10260 West Innovation Drive,Wauwatosa,WI 53226,USA,WI,53226
752056201,yes,1,"2215 North 81st Street, Wauwatosa, WI 53213, USA",43.05891794,-88.013714,"","",2215 North 81st Street,Wauwatosa,WI 53213,USA,WI,53213
752056202,yes,1,"6317 West Lloyd Street, Wauwatosa, WI 53213, USA",43.05673898,-87.99152772,"","",6317 West Lloyd Street,Wauwatosa,WI 53213,USA,WI,53213
752056203,yes,1,"2373 North 52nd Street, Milwaukee, WI 53210, USA",43.06228,-87.97889927,"","",2373 North 52nd Street,Milwaukee,WI 53210,USA,WI,53210
752056204,"","","2624 North Sherman Boulevard, Milwaukee, WI 53210, USA",43.0666522,-87.96695698,"","",2624 North Sherman Boulevard,Milwaukee,WI 53210,USA,WI,53210
752056205,yes,1,"2600-2698 North 29th Street, Milwaukee, WI 53210, USA",43.06720214,-87.94986267,"","",2600-2698 North 29th Street,Milwaukee,WI 53210,USA,WI,53210
752056206,"","","1641 Gillingham Lane, Sugar Land, TX 77478, USA",29.64517813,-95.61491359,"","",1641 Gillingham Lane,Sugar Land,TX 77478,USA,TX,77478
752056207,"","","1323 Burney Road, Sugar Land, TX 77498, USA",29.63685068,-95.6367014,"","",1323 Burney Road,Sugar Land,TX 77498,USA,TX,77498
752056208,"","","12727 West Airport Boulevard, Sugar Land, TX 77478, USA",29.6449026,-95.60510995,"","",12727 West Airport Boulevard,Sugar Land,TX 77478,USA,TX,77478
752056209,yes,1,"11839 Meadowtrail Lane, Stafford, TX 77477, USA",29.65351765,-95.58904519,"","",11839 Meadowtrail Lane,Stafford,TX 77477,USA,TX,77477
752056210,yes,1,"572 Cleveland Avenue, Lincoln Park, MI 48146, USA",42.24178924,-83.16472193,"","",572 Cleveland Avenue,Lincoln Park,MI 48146,USA,MI,48146
752056211,"","","10000 Reeck Road, Allen Park, MI 48101, USA",42.23469946,-83.22068836,"","",10000 Reeck Road,Allen Park,MI 48101,USA,MI,48101
752056212,"","","9601 Vine Avenue, Allen Park, MI 48101, USA",42.23906058,-83.2024712,"","",9601 Vine Avenue,Allen Park,MI 48101,USA,MI,48101
